      Time   Azimuth   1P_Sine   2P_Sine   3P_Sine   4P_Sine
    0.4310  155.1600    0.4201   -0.7624    0.9637   -0.9867
    0.4320  155.5200    0.4144   -0.7543    0.9585   -0.9905
    0.4330  155.8800    0.4086   -0.7459    0.9530   -0.9936
    0.4340  156.2400    0.4029   -0.7375    0.9471   -0.9961
    0.4350  156.6000    0.3971   -0.7290    0.9409   -0.9980
    0.4360  156.9600    0.3914   -0.7203    0.9343   -0.9993
    0.4370  157.3200    0.3856   -0.7115    0.9274   -0.9999
    0.4380  157.6800    0.3798   -0.7026    0.9202   -0.9999
    0.4390  158.0400    0.3740   -0.6937    0.9127   -0.9993
    0.4400  158.4000    0.3681   -0.6845    0.9048   -0.9980
    0.4410  158.7600    0.3623   -0.6753    0.8966   -0.9961
    0.4420  159.1200    0.3564   -0.6660    0.8881   -0.9936
    0.4430  159.4800    0.3505   -0.6566    0.8793   -0.9905
    0.4440  159.8400    0.3446   -0.6471    0.8702   -0.9867
    0.4450  160.2000    0.3387   -0.6374    0.8607   -0.9823
    0.4460  160.5600    0.3328   -0.6277    0.8510   -0.9773
    0.4470  160.9200    0.3269   -0.6179    0.8409   -0.9716
    0.4480  161.2800    0.3209   -0.6079    0.8306   -0.9654
    0.4490  161.6400    0.3150   -0.5979    0.8200   -0.9585
    0.4500  162.0000    0.3090   -0.5878    0.8090   -0.9511
    0.4510  162.3600    0.3030   -0.5776    0.7978   -0.9430
    0.4520  162.7200    0.2970   -0.5673    0.7863   -0.9343
    0.4530  163.0800    0.2910   -0.5569    0.7745   -0.9251
    0.4540  163.4400    0.2850   -0.5464    0.7624   -0.9152
    0.4550  163.8000    0.2790   -0.5358    0.7501   -0.9048
    0.4560  164.1600    0.2730   -0.5252    0.7375   -0.8938
    0.4570  164.5200    0.2669   -0.5144    0.7247   -0.8823
    0.4580  164.8800    0.2608   -0.5036    0.7115   -0.8702
    0.4590  165.2400    0.2548   -0.4927    0.6982   -0.8575
    0.4600  165.6000    0.2487   -0.4818    0.6845   -0.8443
    0.4610  165.9600    0.2426   -0.4707    0.6707   -0.8306
    0.4620  166.3200    0.2365   -0.4596    0.6566   -0.8163
    0.4630  166.6800    0.2304   -0.4484    0.6423   -0.8016
    0.4640  167.0400    0.2243   -0.4371    0.6277   -0.7863
    0.4650  167.4000    0.2181   -0.4258    0.6129   -0.7705
    0.4660  167.7600    0.2120   -0.4144    0.5979   -0.7543
    0.4670  168.1200    0.2059   -0.4029    0.5827   -0.7375
    0.4680  168.4800    0.1997   -0.3914    0.5673   -0.7203
    0.4690  168.8400    0.1935   -0.3798    0.5516   -0.7026
    0.4700  169.2000    0.1874   -0.3681    0.5358   -0.6845
    0.4710  169.5600    0.1812   -0.3564    0.5198   -0.6660
    0.4720  169.9200    0.1750   -0.3446    0.5036   -0.6471
    0.4730  170.2800    0.1688   -0.3328    0.4873   -0.6277
    0.4740  170.6400    0.1626   -0.3209    0.4707   -0.6079
    0.4750  171.0000    0.1564   -0.3090    0.4540   -0.5878
    0.4760  171.3600    0.1502   -0.2970    0.4371   -0.5673
    0.4770  171.7200    0.1440   -0.2850    0.4201   -0.5464
    0.4780  172.0800    0.1378   -0.2730    0.4029   -0.5252
    0.4790  172.4400    0.1316   -0.2608    0.3856   -0.5036
    0.4800  172.8000    0.1253   -0.2487    0.3681   -0.4818
    0.4810  173.1600    0.1191   -0.2365    0.3505   -0.4596
    0.4820  173.5200    0.1129   -0.2243    0.3328   -0.4371
    0.4830  173.8800    0.1066   -0.2120    0.3150   -0.4144
    0.4840  174.2400    0.1004   -0.1997    0.2970   -0.3914
    0.4850  174.6000    0.0941   -0.1874    0.2790   -0.3681
    0.4860  174.9600    0.0879   -0.1750    0.2608   -0.3446
    0.4870  175.3200    0.0816   -0.1626    0.2426   -0.3209
    0.4880  175.6800    0.0753   -0.1502    0.2243   -0.2970
    0.4890  176.0400    0.0691   -0.1378    0.2059   -0.2730
    0.4900  176.4000    0.0628   -0.1253    0.1874   -0.2487
    0.4910  176.7600    0.0565   -0.1129    0.1688   -0.2243
    0.4920  177.1200    0.0502   -0.1004    0.1502   -0.1997
    0.4930  177.4800    0.0440   -0.0879    0.1316   -0.1750
    0.4940  177.8400    0.0377   -0.0753    0.1129   -0.1502
    0.4950  178.2000    0.0314   -0.0628    0.0941   -0.1253
    0.4960  178.5600    0.0251   -0.0502    0.0753   -0.1004
    0.4970  178.9200    0.0188   -0.0377    0.0565   -0.0753
    0.4980  179.2800    0.0126   -0.0251    0.0377   -0.0502
    0.4990  179.6400    0.0063   -0.0126    0.0188   -0.0251
    0.5000  180.0000    0.0000    0.0000    0.0000    0.0000
    0.5010  180.3600   -0.0063    0.0126   -0.0188    0.0251
    0.5020  180.7200   -0.0126    0.0251   -0.0377    0.0502
    0.5030  181.0800   -0.0188    0.0377   -0.0565    0.0753
    0.5040  181.4400   -0.0251    0.0502   -0.0753    0.1004
    0.5050  181.8000   -0.0314    0.0628   -0.0941    0.1253
    0.5060  182.1600   -0.0377    0.0753   -0.1129    0.1502
    0.5070  182.5200   -0.0440    0.0879   -0.1316    0.1750
    0.5080  182.8800   -0.0502    0.1004   -0.1502    0.1997
    0.5090  183.2400   -0.0565    0.1129   -0.1688    0.2243
    0.5100  183.6000   -0.0628    0.1253   -0.1874    0.2487
    0.5110  183.9600   -0.0691    0.1378   -0.2059    0.2730
    0.5120  184.3200   -0.0753    0.1502   -0.2243    0.2970
    0.5130  184.6800   -0.0816    0.1626   -0.2426    0.3209
    0.5140  185.0400   -0.0879    0.1750   -0.2608    0.3446
    0.5150  185.4000   -0.0941    0.1874   -0.2790    0.3681
    0.5160  185.7600   -0.1004    0.1997   -0.2970    0.3914
    0.5170  186.1200   -0.1066    0.2120   -0.3150    0.4144
    0.5180  186.4800   -0.1129    0.2243   -0.3328    0.4371
    0.5190  186.8400   -0.1191    0.2365   -0.3505    0.4596
    0.5200  187.2000   -0.1253    0.2487   -0.3681    0.4818
    0.5210  187.5600   -0.1316    0.2608   -0.3856    0.5036
    0.5220  187.9200   -0.1378    0.2730   -0.4029    0.5252
    0.5230  188.2800   -0.1440    0.2850   -0.4201    0.5464
    0.5240  188.6400   -0.1502    0.2970   -0.4371    0.5673
    0.5250  189.0000   -0.1564    0.3090   -0.4540    0.5878
    0.5260  189.3600   -0.1626    0.3209   -0.4707    0.6079
    0.5270  189.7200   -0.1688    0.3328   -0.4873    0.6277
    0.5280  190.0800   -0.1750    0.3446   -0.5036    0.6471
    0.5290  190.4400   -0.1812    0.3564   -0.5198    0.6660
    0.5300  190.8000   -0.1874    0.3681   -0.5358    0.6845
    0.5310  191.1600   -0.1935    0.3798   -0.5516    0.7026
    0.5320  191.5200   -0.1997    0.3914   -0.5673    0.7203
    0.5330  191.8800   -0.2059    0.4029   -0.5827    0.7375
    0.5340  192.2400   -0.2120    0.4144   -0.5979    0.7543
    0.5350  192.6000   -0.2181    0.4258   -0.6129    0.7705
    0.5360  192.9600   -0.2243    0.4371   -0.6277    0.7863
    0.5370  193.3200   -0.2304    0.4484   -0.6423    0.8016
    0.5380  193.6800   -0.2365    0.4596   -0.6566    0.8163
    0.5390  194.0400   -0.2426    0.4707   -0.6707    0.8306
    0.5400  194.4000   -0.2487    0.4818   -0.6845    0.8443
    0.5410  194.7600   -0.2548    0.4927   -0.6982    0.8575
    0.5420  195.1200   -0.2608    0.5036   -0.7115    0.8702
    0.5430  195.4800   -0.2669    0.5144   -0.7247    0.8823
    0.5440  195.8400   -0.2730    0.5252   -0.7375    0.8938
    0.5450  196.2000   -0.2790    0.5358   -0.7501    0.9048
    0.5460  196.5600   -0.2850    0.5464   -0.7624    0.9152
    0.5470  196.9200   -0.2910    0.5569   -0.7745    0.9251
    0.5480  197.2800   -0.2970    0.5673   -0.7863    0.9343
    0.5490  197.6400   -0.3030    0.5776   -0.7978    0.9430
    0.5500  198.0000   -0.3090    0.5878   -0.8090    0.9511
    0.5510  198.3600   -0.3150    0.5979   -0.8200    0.9585
    0.5520  198.7200   -0.3209    0.6079   -0.8306    0.9654
    0.5530  199.0800   -0.3269    0.6179   -0.8409    0.9716
    0.5540  199.4400   -0.3328    0.6277   -0.8510    0.9773
    0.5550  199.8000   -0.3387    0.6374   -0.8607    0.9823
    0.5560  200.1600   -0.3446    0.6471   -0.8702    0.9867
    0.5570  200.5200   -0.3505    0.6566   -0.8793    0.9905
    0.5580  200.8800   -0.3564    0.6660   -0.8881    0.9936
    0.5590  201.2400   -0.3623    0.6753   -0.8966    0.9961
    0.5600  201.6000   -0.3681    0.6845   -0.9048    0.9980
    0.5610  201.9600   -0.3740    0.6937   -0.9127    0.9993
    0.5620  202.3200   -0.3798    0.7026   -0.9202    0.9999
    0.5630  202.6800   -0.3856    0.7115   -0.9274    0.9999
    0.5640  203.0400   -0.3914    0.7203   -0.9343    0.9993
    0.5650  203.4000   -0.3971    0.7290   -0.9409    0.9980
    0.5660  203.7600   -0.4029    0.7375   -0.9471    0.9961
    0.5670  204.1200   -0.4086    0.7459   -0.9530    0.9936
    0.5680  204.4800   -0.4144    0.7543   -0.9585    0.9905
    0.5690  204.8400   -0.4201    0.7624   -0.9637    0.9867
    0.5700  205.2000   -0.4258    0.7705   -0.9686    0.9823
    0.5710  205.5600   -0.4315    0.7785   -0.9731    0.9773
    0.5720  205.9200   -0.4371    0.7863   -0.9773    0.9716
    0.5730  206.2800   -0.4428    0.7940   -0.9811    0.9654
    0.5740  206.6400   -0.4484    0.8016   -0.9846    0.9585
    0.5750  207.0000   -0.4540    0.8090   -0.9877    0.9511
    0.5760  207.3600   -0.4596    0.8163   -0.9905    0.9430
    0.5770  207.7200   -0.4652    0.8235   -0.9929    0.9343
    0.5780  208.0800   -0.4707    0.8306   -0.9950    0.9251
    0.5790  208.4400   -0.4762    0.8375   -0.9967    0.9152
    0.5800  208.8000   -0.4818    0.8443   -0.9980    0.9048
    0.5810  209.1600   -0.4873    0.8510   -0.9990    0.8938
    0.5820  209.5200   -0.4927    0.8575   -0.9997    0.8823
    0.5830  209.8800   -0.4982    0.8639   -1.0000    0.8702
    0.5840  210.2400   -0.5036    0.8702   -0.9999    0.8575
    0.5850  210.6000   -0.5090    0.8763   -0.9995    0.8443
    0.5860  210.9600   -0.5144    0.8823   -0.9987    0.8306
    0.5870  211.3200   -0.5198    0.8881   -0.9976    0.8163
    0.5880  211.6800   -0.5252    0.8938   -0.9961    0.8016
    0.5890  212.0400   -0.5305    0.8994   -0.9943    0.7863
    0.5900  212.4000   -0.5358    0.9048   -0.9921    0.7705
    0.5910  212.7600   -0.5411    0.9101   -0.9896    0.7543
    0.5920  213.1200   -0.5464    0.9152   -0.9867    0.7375
    0.5930  213.4800   -0.5516    0.9202   -0.9834    0.7203
    0.5940  213.8400   -0.5569    0.9251   -0.9799    0.7026
    0.5950  214.2000   -0.5621    0.9298   -0.9759    0.6845
    0.5960  214.5600   -0.5673    0.9343   -0.9716    0.6660
    0.5970  214.9200   -0.5724    0.9387   -0.9670    0.6471
    0.5980  215.2800   -0.5776    0.9430   -0.9620    0.6277
    0.5990  215.6400   -0.5827    0.9471   -0.9567    0.6079
    0.6000  216.0000   -0.5878    0.9511   -0.9511    0.5878
    0.6010  216.3600   -0.5929    0.9549   -0.9451    0.5673
    0.6020  216.7200   -0.5979    0.9585   -0.9387    0.5464
    0.6030  217.0800   -0.6029    0.9620   -0.9321    0.5252
    0.6040  217.4400   -0.6079    0.9654   -0.9251    0.5036
    0.6050  217.8000   -0.6129    0.9686   -0.9178    0.4818
    0.6060  218.1600   -0.6179    0.9716   -0.9101    0.4596
    0.6070  218.5200   -0.6228    0.9745   -0.9021    0.4371
    0.6080  218.8800   -0.6277    0.9773   -0.8938    0.4144
    0.6090  219.2400   -0.6326    0.9799   -0.8852    0.3914
    0.6100  219.6000   -0.6374    0.9823   -0.8763    0.3681
    0.6110  219.9600   -0.6423    0.9846   -0.8671    0.3446
    0.6120  220.3200   -0.6471    0.9867   -0.8575    0.3209
    0.6130  220.6800   -0.6518    0.9887   -0.8477    0.2970
    0.6140  221.0400   -0.6566    0.9905   -0.8375    0.2730
    0.6150  221.4000   -0.6613    0.9921   -0.8271    0.2487
    0.6160  221.7600   -0.6660    0.9936   -0.8163    0.2243
    0.6170  222.1200   -0.6707    0.9950   -0.8053    0.1997
    0.6180  222.4800   -0.6753    0.9961   -0.7940    0.1750
    0.6190  222.8400   -0.6800    0.9972   -0.7824    0.1502
    0.6200  223.2000   -0.6845    0.9980   -0.7705    0.1253
    0.6210  223.5600   -0.6891    0.9987   -0.7584    0.1004
    0.6220  223.9200   -0.6937    0.9993   -0.7459    0.0753
    0.6230  224.2800   -0.6982    0.9997   -0.7333    0.0502
    0.6240  224.6400   -0.7026    0.9999   -0.7203    0.0251
    0.6250  225.0000   -0.7071    1.0000   -0.7071    0.0000
    0.6260  225.3600   -0.7115    0.9999   -0.6937   -0.0251
    0.6270  225.7200   -0.7159    0.9997   -0.6800   -0.0502
    0.6280  226.0800   -0.7203    0.9993   -0.6660   -0.0753
    0.6290  226.4400   -0.7247    0.9987   -0.6518   -0.1004
    0.6300  226.8000   -0.7290    0.9980   -0.6374   -0.1253
    0.6310  227.1600   -0.7333    0.9972   -0.6228   -0.1502
    0.6320  227.5200   -0.7375    0.9961   -0.6079   -0.1750
    0.6330  227.8800   -0.7417    0.9950   -0.5929   -0.1997
    0.6340  228.2400   -0.7459    0.9936   -0.5776   -0.2243
    0.6350  228.6000   -0.7501    0.9921   -0.5621   -0.2487
    0.6360  228.9600   -0.7543    0.9905   -0.5464   -0.2730
    0.6370  229.3200   -0.7584    0.9887   -0.5305   -0.2970
    0.6380  229.6800   -0.7624    0.9867   -0.5144   -0.3209
    0.6390  230.0400   -0.7665    0.9846   -0.4982   -0.3446
    0.6400  230.4000   -0.7705    0.9823   -0.4818   -0.3681
    0.6410  230.7600   -0.7745    0.9799   -0.4652   -0.3914
    0.6420  231.1200   -0.7785    0.9773   -0.4484   -0.4144
    0.6430  231.4800   -0.7824    0.9745   -0.4315   -0.4371
    0.6440  231.8400   -0.7863    0.9716   -0.4144   -0.4596
    0.6450  232.2000   -0.7902    0.9686   -0.3971   -0.4818
    0.6460  232.5600   -0.7940    0.9654   -0.3798   -0.5036
    0.6470  232.9200   -0.7978    0.9620   -0.3623   -0.5252
    0.6480  233.2800   -0.8016    0.9585   -0.3446   -0.5464
    0.6490  233.6400   -0.8053    0.9549   -0.3269   -0.5673
    0.6500  234.0000   -0.8090    0.9511   -0.3090   -0.5878
    0.6510  234.3600   -0.8127    0.9471   -0.2910   -0.6079
    0.6520  234.7200   -0.8163    0.9430   -0.2730   -0.6277
    0.6530  235.0800   -0.8200    0.9387   -0.2548   -0.6471
    0.6540  235.4400   -0.8235    0.9343   -0.2365   -0.6660
    0.6550  235.8000   -0.8271    0.9298   -0.2181   -0.6845
    0.6560  236.1600   -0.8306    0.9251   -0.1997   -0.7026
    0.6570  236.5200   -0.8341    0.9202   -0.1812   -0.7203
    0.6580  236.8800   -0.8375    0.9152   -0.1626   -0.7375
    0.6590  237.2400   -0.8409    0.9101   -0.1440   -0.7543
    0.6600  237.6000   -0.8443    0.9048   -0.1253   -0.7705
    0.6610  237.9600   -0.8477    0.8994   -0.1066   -0.7863
    0.6620  238.3200   -0.8510    0.8938   -0.0879   -0.8016
    0.6630  238.6800   -0.8543    0.8881   -0.0691   -0.8163
    0.6640  239.0400   -0.8575    0.8823   -0.0502   -0.8306
    0.6650  239.4000   -0.8607    0.8763   -0.0314   -0.8443
    0.6660  239.7600   -0.8639    0.8702   -0.0126   -0.8575
    0.6670  240.1200   -0.8671    0.8639    0.0063   -0.8702
    0.6680  240.4800   -0.8702    0.8575    0.0251   -0.8823
    0.6690  240.8400   -0.8733    0.8510    0.0440   -0.8938
    0.6700  241.2000   -0.8763    0.8443    0.0628   -0.9048
    0.6710  241.5600   -0.8793    0.8375    0.0816   -0.9152
    0.6720  241.9200   -0.8823    0.8306    0.1004   -0.9251
    0.6730  242.2800   -0.8852    0.8235    0.1191   -0.9343
    0.6740  242.6400   -0.8881    0.8163    0.1378   -0.9430
    0.6750  243.0000   -0.8910    0.8090    0.1564   -0.9511
    0.6760  243.3600   -0.8938    0.8016    0.1750   -0.9585
    0.6770  243.7200   -0.8966    0.7940    0.1935   -0.9654
    0.6780  244.0800   -0.8994    0.7863    0.2120   -0.9716
    0.6790  244.4400   -0.9021    0.7785    0.2304   -0.9773
    0.6800  244.8000   -0.9048    0.7705    0.2487   -0.9823
    0.6810  245.1600   -0.9075    0.7624    0.2669   -0.9867
    0.6820  245.5200   -0.9101    0.7543    0.2850   -0.9905
    0.6830  245.8800   -0.9127    0.7459    0.3030   -0.9936
    0.6840  246.2400   -0.9152    0.7375    0.3209   -0.9961
    0.6850  246.6000   -0.9178    0.7290    0.3387   -0.9980
    0.6860  246.9600   -0.9202    0.7203    0.3564   -0.9993
    0.6870  247.3200   -0.9227    0.7115    0.3740   -0.9999
    0.6880  247.6800   -0.9251    0.7026    0.3914   -0.9999
    0.6890  248.0400   -0.9274    0.6937    0.4086   -0.9993
    0.6900  248.4000   -0.9298    0.6845    0.4258   -0.9980
    0.6910  248.7600   -0.9321    0.6753    0.4428   -0.9961
    0.6920  249.1200   -0.9343    0.6660    0.4596   -0.9936
    0.6930  249.4800   -0.9365    0.6566    0.4762   -0.9905
    0.6940  249.8400   -0.9387    0.6471    0.4927   -0.9867
    0.6950  250.2000   -0.9409    0.6374    0.5090   -0.9823
    0.6960  250.5600   -0.9430    0.6277    0.5252   -0.9773
    0.6970  250.9200   -0.9451    0.6179    0.5411   -0.9716
    0.6980  251.2800   -0.9471    0.6079    0.5569   -0.9654
    0.6990  251.6400   -0.9491    0.5979    0.5724   -0.9585
    0.7000  252.0000   -0.9511    0.5878    0.5878   -0.9511
    0.7010  252.3600   -0.9530    0.5776    0.6029   -0.9430
    0.7020  252.7200   -0.9549    0.5673    0.6179   -0.9343
    0.7030  253.0800   -0.9567    0.5569    0.6326   -0.9251
    0.7040  253.4400   -0.9585    0.5464    0.6471   -0.9152
    0.7050  253.8000   -0.9603    0.5358    0.6613   -0.9048
    0.7060  254.1600   -0.9620    0.5252    0.6753   -0.8938
    0.7070  254.5200   -0.9637    0.5144    0.6891   -0.8823
    0.7080  254.8800   -0.9654    0.5036    0.7026   -0.8702
    0.7090  255.2400   -0.9670    0.4927    0.7159   -0.8575
    0.7100  255.6000   -0.9686    0.4818    0.7290   -0.8443
    0.7110  255.9600   -0.9701    0.4707    0.7417   -0.8306
    0.7120  256.3200   -0.9716    0.4596    0.7543   -0.8163
    0.7130  256.6800   -0.9731    0.4484    0.7665   -0.8016
    0.7140  257.0400   -0.9745    0.4371    0.7785   -0.7863
    0.7150  257.4000   -0.9759    0.4258    0.7902   -0.7705
    0.7160  257.7600   -0.9773    0.4144    0.8016   -0.7543
    0.7170  258.1200   -0.9786    0.4029    0.8127   -0.7375
    0.7180  258.4800   -0.9799    0.3914    0.8235   -0.7203
    0.7190  258.8400   -0.9811    0.3798    0.8341   -0.7026
    0.7200  259.2000   -0.9823    0.3681    0.8443   -0.6845
    0.7210  259.5600   -0.9834    0.3564    0.8543   -0.6660
    0.7220  259.9200   -0.9846    0.3446    0.8639   -0.6471
    0.7230  260.2800   -0.9856    0.3328    0.8733   -0.6277
    0.7240  260.6400   -0.9867    0.3209    0.8823   -0.6079
    0.7250  261.0000   -0.9877    0.3090    0.8910   -0.5878
    0.7260  261.3600   -0.9887    0.2970    0.8994   -0.5673
    0.7270  261.7200   -0.9896    0.2850    0.9075   -0.5464
    0.7280  262.0800   -0.9905    0.2730    0.9152   -0.5252
    0.7290  262.4400   -0.9913    0.2608    0.9227   -0.5036
    0.7300  262.8000   -0.9921    0.2487    0.9298   -0.4818
    0.7310  263.1600   -0.9929    0.2365    0.9365   -0.4596
    0.7320  263.5200   -0.9936    0.2243    0.9430   -0.4371
    0.7330  263.8800   -0.9943    0.2120    0.9491   -0.4144
    0.7340  264.2400   -0.9950    0.1997    0.9549   -0.3914
    0.7350  264.6000   -0.9956    0.1874    0.9603   -0.3681
    0.7360  264.9600   -0.9961    0.1750    0.9654   -0.3446
    0.7370  265.3200   -0.9967    0.1626    0.9701   -0.3209
    0.7380  265.6800   -0.9972    0.1502    0.9745   -0.2970
    0.7390  266.0400   -0.9976    0.1378    0.9786   -0.2730
    0.7400  266.4000   -0.9980    0.1253    0.9823   -0.2487
    0.7410  266.7600   -0.9984    0.1129    0.9856   -0.2243
    0.7420  267.1200   -0.9987    0.1004    0.9887   -0.1997
    0.7430  267.4800   -0.9990    0.0879    0.9913   -0.1750
    0.7440  267.8400   -0.9993    0.0753    0.9936   -0.1502
    0.7450  268.2000   -0.9995    0.0628    0.9956   -0.1253
    0.7460  268.5600   -0.9997    0.0502    0.9972   -0.1004
    0.7470  268.9200   -0.9998    0.0377    0.9984   -0.0753
    0.7480  269.2800   -0.9999    0.0251    0.9993   -0.0502
    0.7490  269.6400   -1.0000    0.0126    0.9998   -0.0251
    0.7500  270.0000   -1.0000    0.0000    1.0000    0.0000
    0.7510  270.3600   -1.0000   -0.0126    0.9998    0.0251
    0.7520  270.7200   -0.9999   -0.0251    0.9993    0.0502
    0.7530  271.0800   -0.9998   -0.0377    0.9984    0.0753
    0.7540  271.4400   -0.9997   -0.0502    0.9972    0.1004
    0.7550  271.8000   -0.9995   -0.0628    0.9956    0.1253
    0.7560  272.1600   -0.9993   -0.0753    0.9936    0.1502
    0.7570  272.5200   -0.9990   -0.0879    0.9913    0.1750
    0.7580  272.8800   -0.9987   -0.1004    0.9887    0.1997
    0.7590  273.2400   -0.9984   -0.1129    0.9856    0.2243
    0.7600  273.6000   -0.9980   -0.1253    0.9823    0.2487
    0.7610  273.9600   -0.9976   -0.1378    0.9786    0.2730
    0.7620  274.3200   -0.9972   -0.1502    0.9745    0.2970
    0.7630  274.6800   -0.9967   -0.1626    0.9701    0.3209
    0.7640  275.0400   -0.9961   -0.1750    0.9654    0.3446
    0.7650  275.4000   -0.9956   -0.1874    0.9603    0.3681
    0.7660  275.7600   -0.9950   -0.1997    0.9549    0.3914
    0.7670  276.1200   -0.9943   -0.2120    0.9491    0.4144
    0.7680  276.4800   -0.9936   -0.2243    0.9430    0.4371
    0.7690  276.8400   -0.9929   -0.2365    0.9365    0.4596
    0.7700  277.2000   -0.9921   -0.2487    0.9298    0.4818
    0.7710  277.5600   -0.9913   -0.2608    0.9227    0.5036
    0.7720  277.9200   -0.9905   -0.2730    0.9152    0.5252
    0.7730  278.2800   -0.9896   -0.2850    0.9075    0.5464
    0.7740  278.6400   -0.9887   -0.2970    0.8994    0.5673
    0.7750  279.0000   -0.9877   -0.3090    0.8910    0.5878
    0.7760  279.3600   -0.9867   -0.3209    0.8823    0.6079
    0.7770  279.7200   -0.9856   -0.3328    0.8733    0.6277
    0.7780  280.0800   -0.9846   -0.3446    0.8639    0.6471
    0.7790  280.4400   -0.9834   -0.3564    0.8543    0.6660
    0.7800  280.8000   -0.9823   -0.3681    0.8443    0.6845
    0.7810  281.1600   -0.9811   -0.3798    0.8341    0.7026
    0.7820  281.5200   -0.9799   -0.3914    0.8235    0.7203
    0.7830  281.8800   -0.9786   -0.4029    0.8127    0.7375
    0.7840  282.2400   -0.9773   -0.4144    0.8016    0.7543
    0.7850  282.6000   -0.9759   -0.4258    0.7902    0.7705
    0.7860  282.9600   -0.9745   -0.4371    0.7785    0.7863
    0.7870  283.3200   -0.9731   -0.4484    0.7665    0.8016
    0.7880  283.6800   -0.9716   -0.4596    0.7543    0.8163
    0.7890  284.0400   -0.9701   -0.4707    0.7417    0.8306
    0.7900  284.4000   -0.9686   -0.4818    0.7290    0.8443
    0.7910  284.7600   -0.9670   -0.4927    0.7159    0.8575
    0.7920  285.1200   -0.9654   -0.5036    0.7026    0.8702
    0.7930  285.4800   -0.9637   -0.5144    0.6891    0.8823
    0.7940  285.8400   -0.9620   -0.5252    0.6753    0.8938
    0.7950  286.2000   -0.9603   -0.5358    0.6613    0.9048
    0.7960  286.5600   -0.9585   -0.5464    0.6471    0.9152
    0.7970  286.9200   -0.9567   -0.5569    0.6326    0.9251
    0.7980  287.2800   -0.9549   -0.5673    0.6179    0.9343
    0.7990  287.6400   -0.9530   -0.5776    0.6029    0.9430
    0.8000  288.0000   -0.9511   -0.5878    0.5878    0.9511
    0.8010  288.3600   -0.9491   -0.5979    0.5724    0.9585
    0.8020  288.7200   -0.9471   -0.6079    0.5569    0.9654
    0.8030  289.0800   -0.9451   -0.6179    0.5411    0.9716
    0.8040  289.4400   -0.9430   -0.6277    0.5252    0.9773
    0.8050  289.8000   -0.9409   -0.6374    0.5090    0.9823
    0.8060  290.1600   -0.9387   -0.6471    0.4927    0.9867
    0.8070  290.5200   -0.9365   -0.6566    0.4762    0.9905
    0.8080  290.8800   -0.9343   -0.6660    0.4596    0.9936
    0.8090  291.2400   -0.9321   -0.6753    0.4428    0.9961
    0.8100  291.6000   -0.9298   -0.6845    0.4258    0.9980
    0.8110  291.9600   -0.9274   -0.6937    0.4086    0.9993
    0.8120  292.3200   -0.9251   -0.7026    0.3914    0.9999
    0.8130  292.6800   -0.9227   -0.7115    0.3740    0.9999
    0.8140  293.0400   -0.9202   -0.7203    0.3564    0.9993
    0.8150  293.4000   -0.9178   -0.7290    0.3387    0.9980
    0.8160  293.7600   -0.9152   -0.7375    0.3209    0.9961
    0.8170  294.1200   -0.9127   -0.7459    0.3030    0.9936
    0.8180  294.4800   -0.9101   -0.7543    0.2850    0.9905
    0.8190  294.8400   -0.9075   -0.7624    0.2669    0.9867
    0.8200  295.2000   -0.9048   -0.7705    0.2487    0.9823
    0.8210  295.5600   -0.9021   -0.7785    0.2304    0.9773
    0.8220  295.9200   -0.8994   -0.7863    0.2120    0.9716
    0.8230  296.2800   -0.8966   -0.7940    0.1935    0.9654
    0.8240  296.6400   -0.8938   -0.8016    0.1750    0.9585
    0.8250  297.0000   -0.8910   -0.8090    0.1564    0.9511
    0.8260  297.3600   -0.8881   -0.8163    0.1378    0.9430
    0.8270  297.7200   -0.8852   -0.8235    0.1191    0.9343
    0.8280  298.0800   -0.8823   -0.8306    0.1004    0.9251
    0.8290  298.4400   -0.8793   -0.8375    0.0816    0.9152
    0.8300  298.8000   -0.8763   -0.8443    0.0628    0.9048
    0.8310  299.1600   -0.8733   -0.8510    0.0440    0.8938
    0.8320  299.5200   -0.8702   -0.8575    0.0251    0.8823
    0.8330  299.8800   -0.8671   -0.8639    0.0063    0.8702
    0.8340  300.2400   -0.8639   -0.8702   -0.0126    0.8575
    0.8350  300.6000   -0.8607   -0.8763   -0.0314    0.8443
    0.8360  300.9600   -0.8575   -0.8823   -0.0502    0.8306
    0.8370  301.3200   -0.8543   -0.8881   -0.0691    0.8163
    0.8380  301.6800   -0.8510   -0.8938   -0.0879    0.8016
    0.8390  302.0400   -0.8477   -0.8994   -0.1066    0.7863
    0.8400  302.4000   -0.8443   -0.9048   -0.1253    0.7705
    0.8410  302.7600   -0.8409   -0.9101   -0.1440    0.7543
    0.8420  303.1200   -0.8375   -0.9152   -0.1626    0.7375
    0.8430  303.4800   -0.8341   -0.9202   -0.1812    0.7203
    0.8440  303.8400   -0.8306   -0.9251   -0.1997    0.7026
    0.8450  304.2000   -0.8271   -0.9298   -0.2181    0.6845
    0.8460  304.5600   -0.8235   -0.9343   -0.2365    0.6660
    0.8470  304.9200   -0.8200   -0.9387   -0.2548    0.6471
    0.8480  305.2800   -0.8163   -0.9430   -0.2730    0.6277
    0.8490  305.6400   -0.8127   -0.9471   -0.2910    0.6079
    0.8500  306.0000   -0.8090   -0.9511   -0.3090    0.5878
    0.8510  306.3600   -0.8053   -0.9549   -0.3269    0.5673
